arm_a	arm_b	mean_jaccard	n_pairs	hic_contact
chr10_p	chr11_p	0.324286425	8	0.004909832283898926
chr10_p	chr11_q	0.0	8	6.789369298214115e-05
chr10_p	chr12_p	0.7544107499999999	8	0.023635383437369394
chr10_p	chr13_p	0.575775	8	0.01183178479436623
chr10_p	chr14_p	0.7147375	8	0.02257655157378489
chr10_p	chr15_p	0.74631825	8	0.020556084788336194
chr10_p	chr16_p	0.6559585	8	0.02048131010300183
chr10_p	chr17_p	0.6684637499999999	8	0.02494269004781468
chr10_p	chr17_q	0.0	4	0.0
chr10_p	chr18_p	0.24496323499999995	8	0.0003617160075386246
chr10_p	chr19_p	0.49776325	8	0.02064239968398566
chr10_p	chr19_q	0.0	8	7.872913995039482e-06
chr10_p	chr1_p	0.6511659999999999	8	0.025311393488333923
chr10_p	chr2_p	0.56280575	8	0.013597664716162066
chr10_p	chr3_p	0.6044572500000001	8	0.02236738119318044
chr10_p	chr4_p	0.294633075	8	0.0012592097905614356
chr10_p	chr5_p	0.6558620000000001	8	0.010313034674526853
chr10_p	chr6_p	0.6705355000000001	8	0.018089627990366047
chr10_p	chr7_p	0.31146300000000005	8	0.0009783212752115242
chr10_p	chr8_p	0.6279807500000001	8	0.022043446944440492
chr10_p	chr8_q	0.0	8	2.32718689121152e-06
chr10_p	chr9_p	0.6568494999999999	8	0.027330279505596022
chr10_p	chr9_q	0.005321375	4	0.0010925823238388665
chr10_p	chrX_p	0.6263624999999999	4	0.01162681692053744
chr10_p	chrX_q	0.0	4	6.965978574038239e-05
chr10_q	chr11_p	0.0	4	0.0001412701396397785
chr10_q	chr11_q	0.0	4	0.0006907846799669569
chr10_q	chr12_p	0.0	4	5.4876801171010117e-05
chr10_q	chr13_p	0.0	4	0.0001174906363606429
chr10_q	chr14_p	0.0	4	8.093540491545954e-06
chr10_q	chr15_p	0.0	4	1.9005430168929745e-05
chr10_q	chr16_p	0.0	4	4.4385355835445124e-05
chr10_q	chr17_p	0.0	4	4.083183834997722e-05
chr10_q	chr17_q	0.155891	2	0.008811113115036089
chr10_q	chr18_p	0.0	4	0.0011510681352301295
chr10_q	chr19_p	0.0	4	3.176858011237849e-05
chr10_q	chr19_q	0.0	4	9.406084703983126e-05
chr10_q	chr1_p	0.0	4	7.184510667970431e-05
chr10_q	chr2_p	0.0	4	0.0
chr10_q	chr3_p	0.0	4	2.501927613671095e-05
chr10_q	chr4_p	0.0	4	0.0002789216950988512
chr10_q	chr5_p	0.0	4	3.4847854748965576e-05
chr10_q	chr6_p	0.0	4	4.8534586708694126e-05
chr10_q	chr7_p	0.0	4	0.0006444721237688507
chr10_q	chr8_p	0.0	4	1.2520673639084475e-05
chr10_q	chr8_q	0.1344847	4	0.01137022190936481
chr10_q	chr9_p	0.0	4	2.0120750332330062e-05
chr10_q	chr9_q	0.0	2	0.00037670358176018716
chr10_q	chrX_p	0.0	2	6.517692907963799e-05
chr10_q	chrX_q	0.0	2	0.0007148380574656445
chr11_p	chr12_p	0.32631815000000003	8	0.005464009073576252
chr11_p	chr13_p	0.220880275	8	0.0071832858385378305
chr11_p	chr14_p	0.290433075	8	0.004843140090262429
chr11_p	chr15_p	0.3327506499999999	8	0.004549418801182951
chr11_p	chr16_p	0.343457626	8	0.004936692411687487
chr11_p	chr17_p	0.30209707875	8	0.00787302189520231
chr11_p	chr17_q	0.0	4	3.9160081683259174e-05
chr11_p	chr18_p	0.18819891925	8	0.002610433921618625
chr11_p	chr19_p	0.185750825	8	0.005445154016765454
chr11_p	chr19_q	0.0	8	0.0
chr11_p	chr1_p	0.263146575	8	0.005921148857099914
chr11_p	chr2_p	0.3110480505	8	0.007948673605869056
chr11_p	chr3_p	0.22851345	8	0.004541105854430439
chr11_p	chr4_p	0.12638885749999998	8	0.0008471200798348819
chr11_p	chr5_p	0.305114225	8	0.006120998706028833
chr11_p	chr6_p	0.289545225	8	0.003918343545802211
chr11_p	chr7_p	0.20825194225000002	8	0.0008632983842256683
chr11_p	chr8_p	0.238495125	8	0.0038138478914605256
chr11_p	chr8_q	0.0	8	8.254399516598954e-05
chr11_p	chr9_p	0.32852800050000003	8	0.007273207736878253
chr11_p	chr9_q	0.002641605	4	0.00021746241388423155
chr11_p	chrX_p	0.3965648915	4	0.006512761715357108
chr11_p	chrX_q	0.0	4	8.960068849264692e-05
chr11_q	chr12_p	0.0	8	6.186072605935684e-05
chr11_q	chr13_p	0.0	8	4.0958681623406355e-06
chr11_q	chr14_p	0.0	8	5.787803091066692e-05
chr11_q	chr15_p	0.0	8	7.949667429757588e-06
chr11_q	chr16_p	0.0	8	8.240708859719806e-05
chr11_q	chr17_p	0.0	8	0.0001937214218942845
chr11_q	chr17_q	0.0	4	0.003353951937473903
chr11_q	chr18_p	0.0	8	0.0010561242033622139
chr11_q	chr19_p	0.0	8	0.00012339904988379344
chr11_q	chr19_q	0.0	8	0.018334646752194626
chr11_q	chr1_p	0.0	8	7.071018965187676e-05
chr11_q	chr2_p	0.0	8	5.633012773401435e-05
chr11_q	chr3_p	0.0	8	5.555063767695806e-05
chr11_q	chr4_p	0.0	8	0.0006088095317779936
chr11_q	chr5_p	0.0	8	0.00010028802528799243
