arm_a	arm_b	mean_jaccard	n_pairs	hic_contact
chr10_p	chr11_p	0.30956195	8	0.008095348273563696
chr10_p	chr11_q	0.0	8	0.0
chr10_p	chr12_p	0.64537925	8	0.026305694474809543
chr10_p	chr13_p	0.59160875	8	0.01604224281831622
chr10_p	chr14_p	0.6311875	8	0.025593209039039954
chr10_p	chr15_p	0.641308	8	0.02455907048750186
chr10_p	chr16_p	0.60221925	8	0.022955656923887995
chr10_p	chr17_p	0.55603775	8	0.02497786917090085
chr10_p	chr17_q	0.0	4	1.204600597396411e-05
chr10_p	chr18_p	0.23907457999999998	8	0.0015159436495233325
chr10_p	chr19_p	0.51302275	8	0.024707388118909147
chr10_p	chr19_q	0.0	8	0.0
chr10_p	chr1_p	0.5981449999999999	8	0.02654385417767738
chr10_p	chr2_p	0.56404375	8	0.017941919728830694
chr10_p	chr3_p	0.59103475	8	0.02370154071431492
chr10_p	chr4_p	0.2517244725	8	0.002556703825624004
chr10_p	chr5_p	0.5963999999999999	8	0.014460229497601094
chr10_p	chr6_p	0.5906724999999999	8	0.02321305688062824
chr10_p	chr7_p	0.27737775	8	0.003937997564388116
chr10_p	chr8_p	0.600792	8	0.023128601373598765
chr10_p	chr8_q	0.0	8	1.186392389423798e-05
chr10_p	chr9_p	0.55471875	8	0.03182295963335985
chr10_p	chr9_q	0.003458685	4	0.00047236075668443425
chr10_p	chrX_p	0.5641045	4	0.011979380377708366
chr10_p	chrX_q	0.0	4	6.368033507449143e-06
chr10_q	chr11_p	0.0	4	1.1996199089920045e-05
chr10_q	chr11_q	0.0	4	5.748288470424121e-05
chr10_q	chr12_p	0.0	4	5.162152970340698e-06
chr10_q	chr13_p	0.0	4	3.801566828964872e-05
chr10_q	chr14_p	0.0	4	0.0
chr10_q	chr15_p	0.0	4	1.011715967514104e-05
chr10_q	chr16_p	0.0	4	1.4909466399631128e-05
chr10_q	chr17_p	0.0	4	6.446684957624953e-06
chr10_q	chr17_q	0.151853	2	0.011299931045944714
chr10_q	chr18_p	0.0	4	0.0016093800272413683
chr10_q	chr19_p	0.0	4	3.3317408495609713e-05
chr10_q	chr19_q	0.0	4	0.0004064550789323901
chr10_q	chr1_p	0.0	4	1.4467691856549345e-05
chr10_q	chr2_p	0.0	4	0.0
chr10_q	chr3_p	0.0	4	8.723247163393169e-06
chr10_q	chr4_p	0.0	4	0.0003132292879624105
chr10_q	chr5_p	0.0	4	4.510695106797675e-06
chr10_q	chr6_p	0.0	4	0.0
chr10_q	chr7_p	0.0	4	0.0005188152870736327
chr10_q	chr8_p	0.0	4	1.413698116346029e-05
chr10_q	chr8_q	0.13594465	4	0.010050030479782653
chr10_q	chr9_p	0.0	4	3.90188161563425e-05
chr10_q	chr9_q	0.0	2	0.0002358595631718549
chr10_q	chrX_p	0.0	2	1.636354330370983e-05
chr10_q	chrX_q	0.0	2	0.000815652080735449
chr11_p	chr12_p	0.326213125	8	0.009201285227242844
chr11_p	chr13_p	0.2839305	8	0.009264317353570783
chr11_p	chr14_p	0.294772575	8	0.008107192226724454
chr11_p	chr15_p	0.345276975	8	0.00801394073938283
chr11_p	chr16_p	0.3561475249999999	8	0.0076439172028088965
chr11_p	chr17_p	0.31633445	8	0.011104806154432644
chr11_p	chr17_q	0.0	4	0.0
chr11_p	chr18_p	0.1940368975	8	0.0033167970971669514
chr11_p	chr19_p	0.25493665	8	0.007376493313578067
chr11_p	chr19_q	0.0	8	0.0
chr11_p	chr1_p	0.29427860000000006	8	0.009017431343838696
chr11_p	chr2_p	0.329112125	8	0.0110687221265325
chr11_p	chr3_p	0.286458525	8	0.007715742054134237
chr11_p	chr4_p	0.15467512249999998	8	0.0025795816930999907
chr11_p	chr5_p	0.3060932	8	0.009405571094633256
chr11_p	chr6_p	0.32212894999999997	8	0.0075305998649284785
chr11_p	chr7_p	0.19513229999999998	8	0.002667119487997395
chr11_p	chr8_p	0.31110522500000004	8	0.006622187429183571
chr11_p	chr8_q	0.0	8	2.1759650933617496e-05
chr11_p	chr9_p	0.32055535	8	0.01273873602058136
chr11_p	chr9_q	0.001318395	4	0.00028981178662846534
chr11_p	chrX_p	0.42882425	4	0.007326201866418298
chr11_p	chrX_q	0.0	4	0.00019599317539540484
chr11_q	chr12_p	0.0	8	0.0
chr11_q	chr13_p	0.0	8	0.0
chr11_q	chr14_p	0.0	8	8.02910213193518e-06
chr11_q	chr15_p	0.0	8	0.0
chr11_q	chr16_p	0.0	8	1.5247108894426933e-06
chr11_q	chr17_p	0.0	8	0.0
chr11_q	chr17_q	0.0	4	0.00014052564199809974
chr11_q	chr18_p	0.0	8	5.556451706470582e-05
chr11_q	chr19_p	0.0	8	0.0
chr11_q	chr19_q	0.0	8	0.02365597974610413
chr11_q	chr1_p	0.0	8	0.0
chr11_q	chr2_p	0.0	8	9.75493520722333e-07
chr11_q	chr3_p	0.0	8	0.0
chr11_q	chr4_p	0.0	8	0.0
chr11_q	chr5_p	0.0	8	0.0
chr11_q	chr6_p	0.0	8	0.0
chr11_q	chr7_p	0.029978	8	0.014638717323277897
chr11_q	chr8_p	0.0	8	0.0
chr11_q	chr8_q	0.0	8	0.00029313650756052767
chr11_q	chr9_p	0.0	8	0.0
chr11_q	chr9_q	0.0	4	0.001593114873588929
chr11_q	chrX_p	0.0	4	7.843079981197398e-07
chr11_q	chrX_q	0.0774048	4	0.00523650728513805
chr12_p	chr13_p	0.7265037500000001	8	0.016547297190471426
chr12_p	chr14_p	0.7552467500000001	8	0.027055381835129854
chr12_p	chr15_p	0.73242775	8	0.02470913511661818
chr12_p	chr16_p	0.6477075000000001	8	0.02235523463882845
chr12_p	chr17_p	0.5303334999999999	8	0.025129087333287118
chr12_p	chr17_q	0.0	4	2.6058765137716925e-05
chr12_p	chr18_p	0.2180857925	8	0.0020018869971072904
chr12_p	chr19_p	0.6399045	8	0.02568827638195472
chr12_p	chr19_q	0.0	8	3.2669636722164755e-06
chr12_p	chr1_p	0.7385645000000001	8	0.02914734695191694
chr12_p	chr2_p	0.685503	8	0.019536586970279966
chr12_p	chr3_p	0.7235432500000001	8	0.025305186785335342
chr12_p	chr4_p	0.21532275750000002	8	0.003460288155843667
chr12_p	chr5_p	0.72627825	8	0.016047444427308225
