arm_a	arm_b	mean_jaccard	n_pairs	hic_contact
chr10_p	chr11_p	0.30956195	8	0.0003356870908711477
chr10_p	chr11_q	0.0	8	1.332395522272207e-06
chr10_p	chr12_p	0.64537925	8	0.013270598329735846
chr10_p	chr13_p	0.59160875	8	0.004048435790949952
chr10_p	chr14_p	0.6311875	8	0.010166188361978619
chr10_p	chr15_p	0.641308	8	0.011199248602521774
chr10_p	chr16_p	0.60221925	8	0.008062300448714194
chr10_p	chr17_p	0.55603775	8	0.01122156900642811
chr10_p	chr17_q	0.0	4	0.0
chr10_p	chr18_p	0.23907457999999998	8	0.0002148403608804155
chr10_p	chr19_p	0.51302275	8	0.010619322381115433
chr10_p	chr19_q	0.0	8	0.0
chr10_p	chr1_p	0.5981449999999999	8	0.009818528397921262
chr10_p	chr2_p	0.56404375	8	0.0027203929176611275
chr10_p	chr3_p	0.59103475	8	0.011039833267136744
chr10_p	chr4_p	0.2517244725	8	0.00018917141271435105
chr10_p	chr5_p	0.5963999999999999	8	0.0026326624608446546
chr10_p	chr6_p	0.5906724999999999	8	0.009640261447482694
chr10_p	chr7_p	0.27737775	8	9.663814287674402e-05
chr10_p	chr8_p	0.600792	8	0.011448026118803831
chr10_p	chr8_q	0.0	8	0.0
chr10_p	chr9_p	0.55471875	8	0.008606727634823192
chr10_p	chr9_q	0.003458685	4	1.5981068311218598e-05
chr10_p	chrX_p	0.5641045	4	9.915667611383023e-07
chr10_p	chrX_q	0.0	4	6.167618614622033e-06
chr10_q	chr11_p	0.0	4	6.361698204314265e-06
chr10_q	chr11_q	0.0	4	7.21831339518432e-05
chr10_q	chr12_p	0.0	4	1.1856650503380225e-06
chr10_q	chr13_p	0.0	4	1.5201275032927704e-06
chr10_q	chr14_p	0.0	4	1.1833224909935767e-06
chr10_q	chr15_p	0.0	4	6.774028532569199e-06
chr10_q	chr16_p	0.0	4	7.174227883180184e-06
chr10_q	chr17_p	0.0	4	3.550712357184861e-06
chr10_q	chr17_q	0.151853	2	0.0
chr10_q	chr18_p	0.0	4	1.6058628891420146e-05
chr10_q	chr19_p	0.0	4	3.6424332911465666e-06
chr10_q	chr19_q	0.0	4	4.737365898720797e-05
chr10_q	chr1_p	0.0	4	4.3761650092939e-06
chr10_q	chr2_p	0.0	4	2.455864505353975e-06
chr10_q	chr3_p	0.0	4	1.085067431087189e-06
chr10_q	chr4_p	0.0	4	6.709289268095124e-05
chr10_q	chr5_p	0.0	4	0.0
chr10_q	chr6_p	0.0	4	2.3972541037943297e-06
chr10_q	chr7_p	0.0	4	0.0
chr10_q	chr8_p	0.0	4	7.828424305265894e-06
chr10_q	chr8_q	0.13594465	4	0.00687881190259737
chr10_q	chr9_p	0.0	4	7.834272593955993e-06
chr10_q	chr9_q	0.0	2	6.724669227819412e-05
chr10_q	chrX_p	0.0	2	1.2934941309935555e-06
chr10_q	chrX_q	0.0	2	0.0
chr11_p	chr12_p	0.326213125	8	0.00035294169446656786
chr11_p	chr13_p	0.2839305	8	0.0001852635790266662
chr11_p	chr14_p	0.294772575	8	0.0003217451427847815
chr11_p	chr15_p	0.345276975	8	0.0006151084199955023
chr11_p	chr16_p	0.3561475249999999	8	0.0007847224540832561
chr11_p	chr17_p	0.31633445	8	0.00028788257381028086
chr11_p	chr17_q	0.0	4	0.0
chr11_p	chr18_p	0.1940368975	8	0.0010743980706929323
chr11_p	chr19_p	0.25493665	8	0.000655112043888832
chr11_p	chr19_q	0.0	8	0.000437113860229526
chr11_p	chr1_p	0.29427860000000006	8	0.0003492672759885851
chr11_p	chr2_p	0.329112125	8	0.0001540053590175915
chr11_p	chr3_p	0.286458525	8	0.0005326419125351461
chr11_p	chr4_p	0.15467512249999998	8	0.0005021147220954523
chr11_p	chr5_p	0.3060932	8	9.059948702135818e-06
chr11_p	chr6_p	0.32212894999999997	8	0.0008041666462143504
chr11_p	chr7_p	0.19513229999999998	8	0.0003364963649668595
chr11_p	chr8_p	0.31110522500000004	8	0.000616023527579225
chr11_p	chr8_q	0.0	8	7.323633661925699e-06
chr11_p	chr9_p	0.32055535	8	0.0006769051826652842
chr11_p	chr9_q	0.001318395	4	0.0001769514450205
chr11_p	chrX_p	0.42882425	4	3.626572332517231e-05
chr11_p	chrX_q	0.0	4	0.002804060024190583
chr11_q	chr12_p	0.0	8	0.00022026953383981967
chr11_q	chr13_p	0.0	8	0.0002317032271082694
chr11_q	chr14_p	0.0	8	0.0
chr11_q	chr15_p	0.0	8	0.0002268739867747945
chr11_q	chr16_p	0.0	8	0.00018654580032707773
chr11_q	chr17_p	0.0	8	0.0001369438351352548
chr11_q	chr17_q	0.0	4	0.0
chr11_q	chr18_p	0.0	8	0.0005496044276107223
chr11_q	chr19_p	0.0	8	5.442445102929559e-07
chr11_q	chr19_q	0.0	8	0.011334288546417973
chr11_q	chr1_p	0.0	8	0.0001693078750478148
chr11_q	chr2_p	0.0	8	1.6702017346361354e-06
chr11_q	chr3_p	0.0	8	1.438341670306791e-06
chr11_q	chr4_p	0.0	8	0.0008292094165392944
chr11_q	chr5_p	0.0	8	1.469962550013017e-06
chr11_q	chr6_p	0.0	8	4.512520047422755e-05
chr11_q	chr7_p	0.029978	8	0.00015868389048700096
chr11_q	chr8_p	0.0	8	0.0002439887561806206
chr11_q	chr8_q	0.0	8	7.965724539439377e-05
chr11_q	chr9_p	0.0	8	6.0394194115541313e-05
chr11_q	chr9_q	0.0	4	0.0017690133829573133
chr11_q	chrX_p	0.0	4	1.9275231380165985e-06
chr11_q	chrX_q	0.0774048	4	0.012281775557955864
chr12_p	chr13_p	0.7265037500000001	8	0.005901752518568065
chr12_p	chr14_p	0.7552467500000001	8	0.010157476352660852
chr12_p	chr15_p	0.73242775	8	0.012191698445417058
chr12_p	chr16_p	0.6477075000000001	8	0.00810475121074719
chr12_p	chr17_p	0.5303334999999999	8	0.013002449341561079
chr12_p	chr17_q	0.0	4	0.0
chr12_p	chr18_p	0.2180857925	8	0.001466968373297369
chr12_p	chr19_p	0.6399045	8	0.011487731558049061
chr12_p	chr19_q	0.0	8	0.0005724301051472725
chr12_p	chr1_p	0.7385645000000001	8	0.012431422687986372
chr12_p	chr2_p	0.685503	8	0.0030004762988380565
chr12_p	chr3_p	0.7235432500000001	8	0.011415198931082914
chr12_p	chr4_p	0.21532275750000002	8	0.0016012191153604726
chr12_p	chr5_p	0.72627825	8	0.002997182581839532
chr12_p	chr6_p	0.61197575	8	0.010063480824282774
chr12_p	chr7_p	0.23999874999999998	8	0.0009620700198229738
chr12_p	chr8_p	0.67884225	8	0.013711700673171569
chr12_p	chr8_q	0.0	8	0.0
chr12_p	chr9_p	0.5977117500000001	8	0.008595656637857309
chr12_p	chr9_q	0.00272435	4	0.0009561827722136231
chr12_p	chrX_p	0.608337	4	1.3802264116211616e-05
chr12_p	chrX_q	0.0	4	0.0028217680752591675
chr13_p	chr14_p	0.767858	8	0.0032913731589537935
chr13_p	chr15_p	0.688605	8	0.00512086024533114
chr13_p	chr16_p	0.605424	8	0.003778970834865999
chr13_p	chr17_p	0.48984500000000003	8	0.007677423529803941
chr13_p	chr17_q	0.0	4	0.0
chr13_p	chr18_p	0.21172259	8	0.0013358667073716747
chr13_p	chr19_p	0.692653	8	0.002925614295112756
chr13_p	chr19_q	0.0	8	0.0006411886268568334
chr13_p	chr1_p	0.7392152500000001	8	0.005890015646812506
chr13_p	chr2_p	0.6849215	8	0.0037291948437787967
chr13_p	chr3_p	0.7559967499999999	8	0.0031669926380846728
chr13_p	chr4_p	0.2137335525	8	0.002139175562243836
chr13_p	chr5_p	0.7475155	8	0.003633318915313383
chr13_p	chr6_p	0.5804602499999999	8	0.003218119839309182
chr13_p	chr7_p	0.20056375	8	0.0011443810882086347
chr13_p	chr8_p	0.67993475	8	0.005539900197293392
chr13_p	chr8_q	0.0	8	0.0
chr13_p	chr9_p	0.5718045	8	0.003168517754419925
chr13_p	chr9_q	0.001393175	4	0.0007624154758818957
chr13_p	chrX_p	0.5283415	4	0.0
chr13_p	chrX_q	0.0	4	0.004565353692825187
chr14_p	chr15_p	0.720132	8	0.010002491753773695
chr14_p	chr16_p	0.63642375	8	0.007561718283746856
chr14_p	chr17_p	0.49129075	8	0.00883115459154884
chr14_p	chr17_q	0.0	4	0.0
chr14_p	chr18_p	0.20466271749999998	8	0.00014670743056230612
chr14_p	chr19_p	0.69011275	8	0.009324373785634976
chr14_p	chr19_q	0.0	8	0.0
chr14_p	chr1_p	0.75296025	8	0.00798143873805992
chr14_p	chr2_p	0.6879232500000001	8	0.0023262722189215856
chr14_p	chr3_p	0.767164	8	0.010226057574874397
chr14_p	chr4_p	0.204848655	8	0.00015178944717928887
chr14_p	chr5_p	0.7529580000000001	8	0.0023014987753268005
chr14_p	chr6_p	0.60183	8	0.007930072193050525
chr14_p	chr7_p	0.215115	8	7.825759146440609e-05
chr14_p	chr8_p	0.69129675	8	0.009246501299383932
chr14_p	chr8_q	0.0	8	0.0
chr14_p	chr9_p	0.6004545000000001	8	0.007632312375930013
chr14_p	chr9_q	0.002777145	4	1.1479895481409029e-05
chr14_p	chrX_p	0.554691	4	7.147642778564378e-07
chr14_p	chrX_q	0.0	4	1.2396633681602138e-05
chr15_p	chr16_p	0.6617814999999999	8	0.009575291198976602
chr15_p	chr17_p	0.5424807500000001	8	0.010417081879766525
chr15_p	chr17_q	0.0	4	0.0
chr15_p	chr18_p	0.22862276249999997	8	0.0012292657181554333
chr15_p	chr19_p	0.625257	8	0.011097789624020676
chr15_p	chr19_q	0.0	8	0.0006062289983164108
chr15_p	chr1_p	0.6955842499999999	8	0.009658309753005696
chr15_p	chr2_p	0.6693947499999999	8	0.0024739166507591966
chr15_p	chr3_p	0.6964865	8	0.01148741344523357
chr15_p	chr4_p	0.231687695	8	0.0021394810373078594
chr15_p	chr5_p	0.6941785	8	0.002480811917003942
chr15_p	chr6_p	0.62830525	8	0.009627171254734552
chr15_p	chr7_p	0.256322	8	0.0011738522500182834
chr15_p	chr8_p	0.6661560000000001	8	0.011536020237005992
chr15_p	chr8_q	0.0	8	0.0
chr15_p	chr9_p	0.60921975	8	0.008930225381582719
chr15_p	chr9_q	0.0027749600000000004	4	0.0012180602043284456
chr15_p	chrX_p	0.6333425	4	1.205483220013525e-05
chr15_p	chrX_q	0.0	4	0.0038862828487053374
chr16_p	chr17_p	0.5255585	8	0.006709084842942393
chr16_p	chr17_q	0.0	4	0.0
chr16_p	chr18_p	0.2534213875	8	0.0010467326684318117
chr16_p	chr19_p	0.5620452499999999	8	0.0080747175863851
chr16_p	chr19_q	0.0	8	0.0005583942549460365
chr16_p	chr1_p	0.61869	8	0.006059947923244889
chr16_p	chr2_p	0.61169475	8	0.00178973882557923
chr16_p	chr3_p	0.6229340000000001	8	0.008082399325968109
chr16_p	chr4_p	0.24800282	8	0.0013397638072998091
chr16_p	chr5_p	0.619218	8	0.0017314477189093265
chr16_p	chr6_p	0.6131639999999999	8	0.006901239234590527
chr16_p	chr7_p	0.32370774999999996	8	0.000901903276770761
chr16_p	chr8_p	0.5984437499999999	8	0.008666441064251181
chr16_p	chr8_q	0.0	8	1.0938914332031502e-06
chr16_p	chr9_p	0.6061574999999999	8	0.007152166653262067
chr16_p	chr9_q	0.0029803900000000003	4	0.00039258334885164826
chr16_p	chrX_p	0.6447265	4	2.33819985261195e-05
chr16_p	chrX_q	0.0	4	0.00277812349027033
chr17_p	chr18_p	0.261206325	8	0.0011104845928827157
chr17_p	chr19_p	0.40568450000000006	8	0.007328489009846357
chr17_p	chr19_q	0.0	8	0.00026872798544997983
chr17_p	chr1_p	0.48467774999999996	8	0.01257056198222035
chr17_p	chr2_p	0.4820305000000001	8	0.004343634564694155
chr17_p	chr3_p	0.4702585	8	0.009709429888187222
chr17_p	chr4_p	0.26910900500000007	8	0.00138046484340344
chr17_p	chr5_p	0.48309725000000003	8	0.004447979413045158
chr17_p	chr6_p	0.5164565	8	0.00776722370790101
chr17_p	chr7_p	0.2626925	8	0.0005833422141309946
chr17_p	chr8_p	0.5321372500000001	8	0.011685671547436695
chr17_p	chr8_q	0.0	8	3.380421998568788e-06
chr17_p	chr9_p	0.474611	8	0.006369414084286462
chr17_p	chr9_q	0.004864125	4	0.0013154724509620924
chr17_p	chrX_p	0.585884	4	1.8966218322129046e-05
chr17_p	chrX_q	0.0	4	0.002100956673037948
chr17_q	chr18_p	0.0	4	0.0
chr17_q	chr19_p	0.0	4	0.0
chr17_q	chr19_q	0.0	4	0.0
chr17_q	chr1_p	0.0	4	0.0
chr17_q	chr2_p	0.0	4	0.0
chr17_q	chr3_p	0.0	4	0.0
chr17_q	chr4_p	0.0	4	0.0
chr17_q	chr5_p	0.0	4	0.0
chr17_q	chr6_p	0.0	4	0.0
chr17_q	chr7_p	0.0	4	0.0
chr17_q	chr8_p	0.0	4	0.0
chr17_q	chr8_q	0.2243847	4	0.0
chr17_q	chr9_p	0.0	4	0.0
chr17_q	chr9_q	0.0	2	0.0
chr17_q	chrX_p	0.0	2	0.0
chr17_q	chrX_q	0.0	2	0.0
chr18_p	chr19_p	0.19180328500000005	8	0.00034316313731208017
chr18_p	chr19_q	0.0	8	0.0018618982788157718
chr18_p	chr1_p	0.21468963750000003	8	0.0013338745042386889
chr18_p	chr2_p	0.21473911750000002	8	0.0002914340412379794
chr18_p	chr3_p	0.2149955025	8	0.00024365884565858212
chr18_p	chr4_p	0.1976421475	8	0.0021262516545746298
chr18_p	chr5_p	0.2094215325	8	0.00012843431809207167
chr18_p	chr6_p	0.271681945	8	0.000764046139261563
chr18_p	chr7_p	0.14349560500000003	8	0.0009769447862301205
chr18_p	chr8_p	0.24566543250000003	8	0.0013824986383059103
chr18_p	chr8_q	0.0	8	5.5821689887458365e-06
chr18_p	chr9_p	0.22365131500000002	8	0.0006715299915033333
chr18_p	chr9_q	0.00233532	4	0.001678200226620679
chr18_p	chrX_p	0.24998329499999997	4	2.2451555244007658e-05
chr18_p	chrX_q	0.0	4	0.010235170995532871
chr19_p	chr1_p	0.696245	8	0.007881048209332673
chr19_p	chr2_p	0.63477625	8	0.0020863894574374795
chr19_p	chr3_p	0.7168827499999999	8	0.010804161290231479
chr19_p	chr4_p	0.18758736749999996	8	0.0002482154862118987
chr19_p	chr5_p	0.664307	8	0.00199031201545592
chr19_p	chr6_p	0.554531	8	0.008704196675338617
chr19_p	chr7_p	0.1709465	8	0.0001980450783744429
chr19_p	chr8_p	0.59598225	8	0.010029718650148407
chr19_p	chr8_q	0.0	8	2.195667962766929e-06
chr19_p	chr9_p	0.53139225	8	0.008454018730905769
chr19_p	chr9_q	0.0027436050000000005	4	1.3229972185564252e-05
chr19_p	chrX_p	0.46323400000000003	4	3.395969525086212e-05
chr19_p	chrX_q	0.0	4	0.0
chr19_q	chr1_p	0.0	8	0.0005277506079206391
chr19_q	chr2_p	0.0	8	0.0
chr19_q	chr3_p	0.0	8	2.16338476034744e-06
chr19_q	chr4_p	0.0	8	0.0019976379225410696
chr19_q	chr5_p	0.0	8	0.0
chr19_q	chr6_p	0.0	8	0.0001468872305813082
chr19_q	chr7_p	0.0	8	0.0004473434885712156
chr19_q	chr8_p	0.0	8	0.0006680522600418304
chr19_q	chr8_q	0.0	8	6.172348097909395e-05
chr19_q	chr9_p	0.0	8	0.0002090108270166753
chr19_q	chr9_q	0.0	4	0.002304428425830226
chr19_q	chrX_p	0.0	4	3.250388475264077e-06
chr19_q	chrX_q	0.0	4	0.027789976263101576
chr1_p	chr2_p	0.72258375	8	0.0029635090790246306
chr1_p	chr3_p	0.7505152500000001	8	0.008990159317290086
chr1_p	chr4_p	0.21459189750000002	8	0.0013246387423761633
chr1_p	chr5_p	0.7243817499999999	8	0.0028298829839439365
chr1_p	chr6_p	0.605578	8	0.007832675543289253
chr1_p	chr7_p	0.210028	8	0.0009368480536492609
chr1_p	chr8_p	0.66421575	8	0.010300071872918065
chr1_p	chr8_q	0.0	8	0.0
chr1_p	chr9_p	0.57936475	8	0.00673712774829108
chr1_p	chr9_q	0.0027652199999999997	4	0.001331970330509916
chr1_p	chrX_p	0.551383	4	2.498252635383669e-05
chr1_p	chrX_q	0.0	4	0.0019321675447949928
chr2_p	chr3_p	0.6840515	8	0.0021574622992211086
chr2_p	chr4_p	0.2144860625	8	0.0002284903208740439
chr2_p	chr5_p	0.7034465000000002	8	0.01815733574592113
chr2_p	chr6_p	0.5797869999999999	8	0.001873482739004447
chr2_p	chr7_p	0.2411835	8	0.00014987348810620077
chr2_p	chr8_p	0.62341175	8	0.0029451932438884524
chr2_p	chr8_q	0.0	8	7.00989604598442e-07
chr2_p	chr9_p	0.57026775	8	0.0018207051551878681
chr2_p	chr9_q	0.0025522350000000004	4	1.5155542484835647e-05
chr2_p	chrX_p	0.6162434999999999	4	2.2870717354285538e-05
chr2_p	chrX_q	0.0	4	0.0
chr3_p	chr4_p	0.21316446999999997	8	0.0002166525430286703
chr3_p	chr5_p	0.73339125	8	0.002095353103483164
chr3_p	chr6_p	0.6042532500000001	8	0.009018456662630701
chr3_p	chr7_p	0.202776	8	0.00014547187893190544
chr3_p	chr8_p	0.6749319999999999	8	0.010420894719855196
chr3_p	chr8_q	0.0	8	0.0
chr3_p	chr9_p	0.583142	8	0.008562075011874287
chr3_p	chr9_q	0.0027468550000000003	4	1.5111380921876315e-05
chr3_p	chrX_p	0.528579	4	1.611504633297014e-05
chr3_p	chrX_q	0.0	4	8.252055982075612e-06
chr4_p	chr5_p	0.208706945	8	0.00016455189473415252
chr4_p	chr6_p	0.28354187	8	0.0006518261360670477
chr4_p	chr7_p	0.14514753	8	0.001112721768396629
chr4_p	chr8_p	0.2473395025	8	0.0016291489726110648
chr4_p	chr8_q	0.0	8	0.0
chr4_p	chr9_p	0.22704134	8	0.0007015843190593712
chr4_p	chr9_q	0.08148	4	0.02785925742777575
chr4_p	chrX_p	0.24713541499999997	4	1.9845358162183204e-05
chr4_p	chrX_q	0.0	4	0.017925536202992805
chr5_p	chr6_p	0.588391	8	0.0016518546464735478
chr5_p	chr7_p	0.2233545	8	7.389706148325627e-05
chr5_p	chr8_p	0.65803675	8	0.0027218918876285286
chr5_p	chr8_q	0.0	8	0.0
chr5_p	chr9_p	0.5788902499999999	8	0.0017867514074997504
chr5_p	chr9_q	0.00255344	4	8.032243235495287e-06
chr5_p	chrX_p	0.573391	4	5.875009951413772e-07
chr5_p	chrX_q	0.0	4	0.0
chr6_p	chr7_p	0.28398500000000004	8	0.00047359002207639466
chr6_p	chr8_p	0.5730485000000001	8	0.00828726013483696
chr6_p	chr8_q	0.0	8	0.0
chr6_p	chr9_p	0.56355625	8	0.007781280854632058
chr6_p	chr9_q	0.003207725	4	0.0007167685238142842
chr6_p	chrX_p	0.5741130000000001	4	3.8749083518043885e-05
chr6_p	chrX_q	0.0	4	0.0006575011867431697
chr7_p	chr8_p	0.22582225	8	0.0010209708472085164
chr7_p	chr8_q	0.0	8	0.0
chr7_p	chr9_p	0.27714475	8	0.0005694027923485646
chr7_p	chr9_q	0.00169825	4	0.0007179602154337216
chr7_p	chrX_p	0.340543	4	1.7500816144185032e-05
chr7_p	chrX_q	0.313061	4	0.0023289081705067673
chr8_p	chr9_p	0.5533155000000001	8	0.008694091893797573
chr8_p	chr9_q	0.00353412	4	0.001591384975142
chr8_p	chrX_p	0.5752395	4	1.6986586921859233e-06
chr8_p	chrX_q	0.0	4	0.003234622689250559
chr8_q	chr9_p	0.0	8	0.0
chr8_q	chr9_q	0.0	4	8.556775964716184e-05
chr8_q	chrX_p	0.0	4	8.229504764932607e-07
chr8_q	chrX_q	0.0	4	0.0
chr9_p	chrX_p	0.5818235	4	1.4431738433461684e-05
chr9_p	chrX_q	0.0	4	0.0012728195571750744
chr9_q	chrX_p	0.00290575	2	1.5016247978545692e-06
chr9_q	chrX_q	0.0	2	0.011592518395055474
