seq_a	seq_b	chr_a	arm_a	chr_b	arm_b	size_a	size_b	jaccard	hic_contact_raw	hic_contact_norm	hic_bins
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr11:2292-232292_chr11_parm	chr10	chr10_q	chr11	chr11_p	129999	230000	0.010711	0.0	0.0	242
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr12:133545957-133570956_chr12_qarm	chr10	chr10_q	chr12	chr12_q	129999	24999	0.007684	0.0	0.0	33
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr12:1785-71785_chr12_parm	chr10	chr10_q	chr12	chr12_p	129999	70000	0.005672	0.0	0.0	88
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr13:109214264-109224263_chr13_qarm	chr10	chr10_q	chr13	chr13_q	129999	9999	0.07109	0.0	0.0	22
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr13:16777-516777_chr13_parm	chr10	chr10_q	chr13	chr13_p	129999	500000	0.005696	0.0	0.0	297
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr14:1906-501906_chr14_parm	chr10	chr10_q	chr14	chr14_p	129999	500000	0.005699	0.0	0.0	517
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr15:1485-501485_chr15_parm	chr10	chr10_q	chr15	chr15_p	129999	500000	0.0	0.0	0.0	550
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr15:96129595-96254594_chr15_qarm	chr10	chr10_q	chr15	chr15_q	129999	124999	0.003084	0.006026903391564622	3.913573630886118e-05	154
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr16:2150-212150_chr16_parm	chr10	chr10_q	chr16	chr16_p	129999	210000	0.042762	0.008043714568655842	3.323848995312331e-05	242
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr16:93566876-93611875_chr16_qarm	chr10	chr10_q	chr16	chr16_q	129999	44999	0.019962	0.0	0.0	66
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr17:2482-47482_chr17_parm	chr10	chr10_q	chr17	chr17_p	129999	45000	0.006325	0.0	0.0	44
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr17:84791192-84841191_chr17_qarm	chr10	chr10_q	chr17	chr17_q	129999	49999	0.105115	0.0	0.0	66
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr18:2606-102606_chr18_parm	chr10	chr10_q	chr18	chr18_p	129999	100000	0.026717	0.01540352692499321	0.00012730187541316703	121
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr19:2417-207417_chr19_parm	chr10	chr10_q	chr19	chr19_p	129999	205000	0.032921	0.0	0.0	176
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr19:61328646-61353645_chr19_qarm	chr10	chr10_q	chr19	chr19_q	129999	24999	0.154029	0.0	0.0	44
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr1:252037981-252057980_chr1_qarm	chr10	chr10_q	chr1	chr1_q	129999	19999	0.13757	0.0	0.0	33
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr1:3400-298400_chr1_parm	chr10	chr10_q	chr1	chr1_p	129999	295000	0.008828	0.011627628478732076	4.8048051565008575e-05	242
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr20:2205-102205_chr20_parm	chr10	chr10_q	chr20	chr20_p	129999	100000	0.059761	0.0	0.0	110
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr20:66928048-67033047_chr20_qarm	chr10	chr10_q	chr20	chr20_q	129999	104999	0.017294	0.0	0.0	132
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr21:44290840-44310839_chr21_qarm	chr10	chr10_q	chr21	chr21_q	129999	19999	0.14052	0.0	0.0	33
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr21:9837-509837_chr21_parm	chr10	chr10_q	chr21	chr21_p	129999	500000	0.0	0.0	0.0	561
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr22:49402876-49427875_chr22_qarm	chr10	chr10_q	chr22	chr22_q	129999	24999	0.154494	0.0	0.0	33
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr22:9489-509489_chr22_parm	chr10	chr10_q	chr22	chr22_p	129999	500000	0.005707	0.0	0.0	275
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr2:241751510-241871509_chr2_qarm	chr10	chr10_q	chr2	chr2_q	129999	119999	0.077944	0.023392228837983114	0.00016358201984603576	143
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr3:201261429-201511428_chr3_qarm	chr10	chr10_q	chr3	chr3_q	129999	249999	0.011989	0.0	0.0	286
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr4:192222350-192382349_chr4_qarm	chr10	chr10_q	chr4	chr4_q	129999	159999	0.552886	0.1033795941040925	0.0005528320540325802	187
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr4:2137-62137_chr4_parm	chr10	chr10_q	chr4	chr4_p	129999	60000	0.019155	0.0	0.0	66
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr5:188678163-188873162_chr5_qarm	chr10	chr10_q	chr5	chr5_q	129999	194999	0.049582	0.027882779117556572	0.0001267399050798026	220
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr6:174264672-174409671_chr6_qarm	chr10	chr10_q	chr6	chr6_q	129999	144999	0.060572	0.0	0.0	132
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr6:2235-102235_chr6_parm	chr10	chr10_q	chr6	chr6_p	129999	100000	0.003127	0.0	0.0	110
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr7:160058039-160103038_chr7_qarm	chr10	chr10_q	chr7	chr7_q	129999	44999	0.006569	0.0	0.0	66
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr7:2085-177085_chr7_parm	chr10	chr10_q	chr7	chr7_p	129999	175000	0.046423	0.004188474073374427	2.1153909461487008e-05	198
