seq_a	seq_b	chr_a	arm_a	chr_b	arm_b	size_a	size_b	jaccard	hic_contact_raw	hic_contact_norm	hic_bins
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr11:2292-232292_chr11_parm	chr10	chr10_q	chr11	chr11_p	129999	230000	0.010711	0.007234378380205415	5.824781304513217e-06	1242
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr12:133545957-133570956_chr12_qarm	chr10	chr10_q	chr12	chr12_q	129999	24999	0.007684	0.006500507104561156	4.012658706519232e-05	162
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr12:1785-71785_chr12_parm	chr10	chr10_q	chr12	chr12_p	129999	70000	0.005672	0.0	0.0	405
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr13:109214264-109224263_chr13_qarm	chr10	chr10_q	chr13	chr13_q	129999	9999	0.07109	0.016159110159477366	0.00019949518715404156	81
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr13:16777-516777_chr13_parm	chr10	chr10_q	chr13	chr13_p	129999	500000	0.005696	0.014825218851268755	5.436457224520996e-06	2727
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr14:1906-501906_chr14_parm	chr10	chr10_q	chr14	chr14_p	129999	500000	0.005699	0.012929716992783518	4.741370367724062e-06	2727
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr15:1485-501485_chr15_parm	chr10	chr10_q	chr15	chr15_p	129999	500000	0.0	0.009847816282573132	3.611227092986114e-06	2727
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr15:96129595-96254594_chr15_qarm	chr10	chr10_q	chr15	chr15_q	129999	124999	0.003084	0.002898383945917715	5.649871239605682e-06	513
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr16:2150-212150_chr16_parm	chr10	chr10_q	chr16	chr16_p	129999	210000	0.042762	0.07514563095883407	7.522085181064471e-05	999
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr16:93566876-93611875_chr16_qarm	chr10	chr10_q	chr16	chr16_q	129999	44999	0.019962	0.001475647176822619	5.465359914157847e-06	270
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr17:2482-47482_chr17_parm	chr10	chr10_q	chr17	chr17_p	129999	45000	0.006325	0.0028335796908601617	1.0494739595778377e-05	270
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr17:84791192-84841191_chr17_qarm	chr10	chr10_q	chr17	chr17_q	129999	49999	0.105115	0.009439357079695985	3.884509086294644e-05	243
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr18:2606-102606_chr18_parm	chr10	chr10_q	chr18	chr18_p	129999	100000	0.026717	0.04289965726362369	7.566077118804884e-05	567
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr19:2417-207417_chr19_parm	chr10	chr10_q	chr19	chr19_p	129999	205000	0.032921	0.007446366496988372	6.894783793507752e-06	1080
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr19:61328646-61353645_chr19_qarm	chr10	chr10_q	chr19	chr19_q	129999	24999	0.154029	0.025784774813035954	0.00015916527662367873	162
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr1:252037981-252057980_chr1_qarm	chr10	chr10_q	chr1	chr1_q	129999	19999	0.13757	0.020855964300293288	0.00019311078055827118	108
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr1:3400-298400_chr1_parm	chr10	chr10_q	chr1	chr1_p	129999	295000	0.008828	0.006072140814420655	3.877484555824173e-06	1566
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr20:2205-102205_chr20_parm	chr10	chr10_q	chr20	chr20_p	129999	100000	0.059761	0.012125719680164846	2.2455036444749715e-05	540
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr20:66928048-67033047_chr20_qarm	chr10	chr10_q	chr20	chr20_q	129999	104999	0.017294	0.0	0.0	594
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr21:44290840-44310839_chr21_qarm	chr10	chr10_q	chr21	chr21_q	129999	19999	0.14052	0.02288134249352523	0.00042372856469491166	54
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr21:9837-509837_chr21_parm	chr10	chr10_q	chr21	chr21_p	129999	500000	0.0	0.003127319890237828	3.994022848324173e-06	783
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr22:49402876-49427875_chr22_qarm	chr10	chr10_q	chr22	chr22_q	129999	24999	0.154494	0.016720347262069776	0.00012385442416347982	135
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr22:9489-509489_chr22_parm	chr10	chr10_q	chr22	chr22_p	129999	500000	0.005707	0.013716055990001443	5.080020737037572e-06	2700
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr2:241751510-241871509_chr2_qarm	chr10	chr10_q	chr2	chr2_q	129999	119999	0.077944	0.004187864029146823	6.7437423979820024e-06	621
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr3:201261429-201511428_chr3_qarm	chr10	chr10_q	chr3	chr3_q	129999	249999	0.011989	0.005202348349766812	4.940501756663639e-06	1053
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr4:192222350-192382349_chr4_qarm	chr10	chr10_q	chr4	chr4_q	129999	159999	0.552886	1.3621367561372804	0.0015765471714551855	864
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr4:2137-62137_chr4_parm	chr10	chr10_q	chr4	chr4_p	129999	60000	0.019155	0.004142202696970055	1.180114728481497e-05	351
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr5:188678163-188873162_chr5_qarm	chr10	chr10_q	chr5	chr5_q	129999	194999	0.049582	0.017687895944721827	1.8717350206054843e-05	945
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr6:174264672-174409671_chr6_qarm	chr10	chr10_q	chr6	chr6_q	129999	144999	0.060572	0.020952369469218673	2.6759092553280553e-05	783
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr6:2235-102235_chr6_parm	chr10	chr10_q	chr6	chr6_p	129999	100000	0.003127	0.006018207355578556	1.0614122320244368e-05	567
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr7:160058039-160103038_chr7_qarm	chr10	chr10_q	chr7	chr7_q	129999	44999	0.006569	0.0025735293647220115	9.531590239711154e-06	270
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr7:2085-177085_chr7_parm	chr10	chr10_q	chr7	chr7_p	129999	175000	0.046423	0.05212919987924302	5.516317447538944e-05	945
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr8:2075-172075_chr8_parm	chr10	chr10_q	chr8	chr8_p	129999	170000	0.03714	0.006844472007196269	7.2428275208426125e-06	945
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr9:131212256-131517255_chr9_qarm	chr10	chr10_q	chr9	chr9_q	129999	304999	0.008752	0.004870093458961606	3.6074766362678565e-06	1350
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr9:1917-41917_chr9_parm	chr10	chr10_q	chr9	chr9_p	129999	40000	0.003459	0.005249679022931357	2.160361737831834e-05	243
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chrY:1648-501648_chrY_parm	chr10	chr10_q	chrY	chrY_p	129999	500000	0.0	0.010353188379205815	3.7965487272481906e-06	2727
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chrY:62100687-62430686_chrY_qarm	chr10	chr10_q	chrY	chrY_q	129999	329999	0.002948	0.005022741477555121	2.7765292855473305e-06	1809
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#2#chr11:2619-227619_chr11_parm	chr10	chr10_q	chr11	chr11_p	129999	225000	0.010889	0.015663230002750925	1.2891547327367016e-05	1215
