seq_a	seq_b	chr_a	arm_a	chr_b	arm_b	size_a	size_b	jaccard	hic_contact_raw	hic_contact_norm	hic_bins
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr11:2292-232292_chr11_parm	chr10	chr10_q	chr11	chr11_p	129999	230000	0.010711	0.0	0.0	63
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr12:133545957-133570956_chr12_qarm	chr10	chr10_q	chr12	chr12_q	129999	24999	0.007684	0.0	0.0	14
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr12:1785-71785_chr12_parm	chr10	chr10_q	chr12	chr12_p	129999	70000	0.005672	0.0	0.0	56
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr13:109214264-109224263_chr13_qarm	chr10	chr10_q	chr13	chr13_q	129999	9999	0.07109	0.0	0.0	7
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr14:1906-501906_chr14_parm	chr10	chr10_q	chr14	chr14_p	129999	500000	0.005699	0.0	0.0	203
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr15:1485-501485_chr15_parm	chr10	chr10_q	chr15	chr15_p	129999	500000	0.0	0.0	0.0	224
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr15:96129595-96254594_chr15_qarm	chr10	chr10_q	chr15	chr15_q	129999	124999	0.003084	0.0	0.0	98
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr16:2150-212150_chr16_parm	chr10	chr10_q	chr16	chr16_p	129999	210000	0.042762	0.0	0.0	154
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr16:93566876-93611875_chr16_qarm	chr10	chr10_q	chr16	chr16_q	129999	44999	0.019962	0.0	0.0	42
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr17:2482-47482_chr17_parm	chr10	chr10_q	chr17	chr17_p	129999	45000	0.006325	0.0	0.0	21
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr17:84791192-84841191_chr17_qarm	chr10	chr10_q	chr17	chr17_q	129999	49999	0.105115	0.0	0.0	21
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr18:2606-102606_chr18_parm	chr10	chr10_q	chr18	chr18_p	129999	100000	0.026717	0.0	0.0	77
HG002#1#chr10:135579917-135709916_chr10_qarm	HG002#1#chr19:2417-207417_chr19_parm	chr10	chr10_q	chr19	chr19_p	129999	205000	0.032921	0.0	0.0	84
