arm_a	arm_b	mean_jaccard	n_pairs	hic_contact
chr10_p	chr11_p	0.362952375	8	0.0014902734339503146
chr10_p	chr11_q	0.0	8	8.897464347645406e-06
chr10_p	chr12_p	0.646136	8	0.00875867663232674
chr10_p	chr13_p	0.58077975	8	0.003793552936693893
chr10_p	chr14_p	0.62015875	8	0.007110062478895833
chr10_p	chr15_p	0.623069	8	0.006502733958525507
chr10_p	chr16_p	0.6336697499999999	8	0.007297365636597536
chr10_p	chr17_p	0.6089545	8	0.006522498242463937
chr10_p	chr17_q	0.0	4	0.0
chr10_p	chr18_p	0.1942306725	8	0.00031237309720931667
chr10_p	chr19_p	0.6146557500000001	8	0.008393625423404452
chr10_p	chr19_q	0.0	8	8.788614722760552e-06
chr10_p	chr1_p	0.59509725	8	0.006603395242852217
chr10_p	chr2_p	0.610986	8	0.003856017426058626
chr10_p	chr3_p	0.5996835	8	0.0074522675626456595
chr10_p	chr4_p	0.15559125750000002	8	0.000332182647358463
chr10_p	chr5_p	0.6357747500000002	8	0.0031576536698442294
chr10_p	chr6_p	0.64477125	8	0.007035014407872785
chr10_p	chr7_p	0.21032774999999998	8	0.0002366399625696443
chr10_p	chr8_p	0.529187	8	0.00810703952326801
chr10_p	chr8_q	0.0	8	4.339866802502518e-07
chr10_p	chr9_p	0.57496925	8	0.008713976841941197
chr10_p	chr9_q	0.00179042	4	0.00029125897273397813
chr10_p	chrX_p	0.5260745	4	2.3005419065845635e-05
chr10_p	chrX_q	0.0	4	5.444823378332278e-05
chr10_q	chr11_p	0.0	4	9.97674735821754e-07
chr10_q	chr11_q	0.0	4	0.00017054221065644588
chr10_q	chr12_p	0.0	4	6.195752168603375e-06
chr10_q	chr13_p	0.0	4	2.750054367719776e-06
chr10_q	chr14_p	0.0	4	1.997199106270986e-06
chr10_q	chr15_p	0.0	4	4.8666723023782434e-06
chr10_q	chr16_p	0.0	4	7.863326357320628e-06
chr10_q	chr17_p	0.0	4	2.443969940191565e-06
chr10_q	chr17_q	0.160362	2	0.0
chr10_q	chr18_p	0.0	4	1.727190204375411e-05
chr10_q	chr19_p	0.0	4	3.0435210203044365e-06
chr10_q	chr19_q	0.0	4	0.00012928799405832563
chr10_q	chr1_p	0.0	4	4.381812808446359e-06
chr10_q	chr2_p	0.0	4	2.835793105165784e-06
chr10_q	chr3_p	0.0	4	1.1504394785239973e-06
chr10_q	chr4_p	0.0	4	7.527004012273318e-05
chr10_q	chr5_p	0.0	4	9.454312560879687e-07
chr10_q	chr6_p	0.0	4	2.02731448558551e-06
chr10_q	chr7_p	0.0	4	4.390089841681229e-06
chr10_q	chr8_p	0.0	4	3.28441347601324e-06
chr10_q	chr8_q	0.13826715	4	0.007101997517748474
chr10_q	chr9_p	0.0	4	1.117326139796045e-05
chr10_q	chr9_q	0.0	2	0.000139056823494427
chr10_q	chrX_p	0.0	2	7.10659708919546e-07
chr10_q	chrX_q	0.0	2	0.0
chr11_p	chr12_p	0.36600314999999994	8	0.0017972531925910802
chr11_p	chr13_p	0.32413475	8	0.0017287844586698468
chr11_p	chr14_p	0.38305827500000006	8	0.001439165994322237
chr11_p	chr15_p	0.38415600000000005	8	0.0011220888885386483
chr11_p	chr16_p	0.4024019	8	0.0014517670206731523
chr11_p	chr17_p	0.33022842500000005	8	0.001828092036803042
chr11_p	chr17_q	0.0	4	0.0
chr11_p	chr18_p	0.14399406999999997	8	0.0007167861202932826
chr11_p	chr19_p	0.36773464999999994	8	0.0016783651721046663
chr11_p	chr19_q	0.0	8	0.00023614263671634987
