arm_a	arm_b	mean_jaccard	n_pairs	hic_contact
chr10_p	chr11_p	0.362952375	8	0.004600492580557258
chr10_p	chr11_q	0.0	8	1.5674237216045473e-06
chr10_p	chr12_p	0.646136	8	0.023636156043661965
chr10_p	chr13_p	0.58077975	8	0.009656052073404623
chr10_p	chr14_p	0.62015875	8	0.019399317073131486
chr10_p	chr15_p	0.623069	8	0.018997550157721407
chr10_p	chr16_p	0.6336697499999999	8	0.01988533183775906
chr10_p	chr17_p	0.6089545	8	0.017965525039675516
chr10_p	chr17_q	0.0	4	7.3168658174906804e-06
chr10_p	chr18_p	0.1942306725	8	0.0009692053797821325
chr10_p	chr19_p	0.6146557500000001	8	0.020494753019786763
chr10_p	chr19_q	0.0	8	5.6180558794992744e-06
chr10_p	chr1_p	0.59509725	8	0.0193533422793984
chr10_p	chr2_p	0.610986	8	0.01016611223968556
chr10_p	chr3_p	0.5996835	8	0.019663843036029575
chr10_p	chr4_p	0.15559125750000002	8	0.0006926586532922415
chr10_p	chr5_p	0.6357747500000002	8	0.007752183068162775
chr10_p	chr6_p	0.64477125	8	0.018752740401403435
chr10_p	chr7_p	0.21032774999999998	8	0.0014106671355301212
chr10_p	chr8_p	0.529187	8	0.02117459831508672
chr10_p	chr8_q	0.0	8	1.6399130012678784e-06
chr10_p	chr9_p	0.57496925	8	0.023566285855864313
chr10_p	chr9_q	0.00179042	4	0.00031921733974220735
chr10_p	chrX_p	0.5260745	4	0.003242458219488541
chr10_p	chrX_q	0.0	4	0.0
chr10_q	chr11_p	0.0	4	0.0
chr10_q	chr11_q	0.0	4	8.117989011716753e-05
chr10_q	chr12_p	0.0	4	9.833500319346256e-06
chr10_q	chr13_p	0.0	4	1.2819513730235578e-05
chr10_q	chr14_p	0.0	4	7.263237741126326e-06
chr10_q	chr15_p	0.0	4	9.682057105247373e-06
chr10_q	chr16_p	0.0	4	1.3369432777060928e-05
chr10_q	chr17_p	0.0	4	9.587822949890542e-06
chr10_q	chr17_q	0.160362	2	0.011522204768866277
chr10_q	chr18_p	0.0	4	0.0007913983087102015
chr10_q	chr19_p	0.0	4	1.9090555834866952e-05
chr10_q	chr19_q	0.0	4	0.0002294819439444585
chr10_q	chr1_p	0.0	4	4.759469632300612e-06
